0.25,5.25735913457884,0,-1
0.5,5.25735913457884,0,-1
0.75,5.25735913457884,0,1
1,5.25735913457884,0,1
1.25,5.25735913457884,0,1
1.5,5.25735913457884,0,1
1.75,5.25735913457884,0,1
2,5.25735913457884,0,1
0.25,5.38558740615393,0,-1
0.5,5.38558740615393,0,-1
0.75,5.38558740615393,0,1
1,5.38558740615393,0,1
1.25,5.38558740615393,0,1
1.5,5.38558740615393,0,1
1.75,5.38558740615393,0,1
2,5.38558740615393,0,1
0.25,5.51381567772902,0,-1
0.5,5.51381567772902,0,-1
0.75,5.51381567772902,0,1
1,5.51381567772902,0,1
1.25,5.51381567772902,0,1
1.5,5.51381567772902,0,1
1.75,5.51381567772902,0,1
2,5.51381567772902,0,1
0.25,5.64204394930412,0,-1
0.5,5.64204394930412,0,-1
0.75,5.64204394930412,0,1
1,5.64204394930412,0,1
1.25,5.64204394930412,0,1
1.5,5.64204394930412,0,1
1.75,5.64204394930412,0,1
2,5.64204394930412,0,1
0.25,5.77027222087921,0,-1
0.5,5.77027222087921,0,-1
0.75,5.77027222087921,0,1
1,5.77027222087921,0,1
1.25,5.77027222087921,0,1
1.5,5.77027222087921,0,1
1.75,5.77027222087921,0,1
2,5.77027222087921,0,1
0.25,5.89850049245431,0,-1
0.5,5.89850049245431,0,-1
0.75,5.89850049245431,0,1
1,5.89850049245431,0,1
1.25,5.89850049245431,0,1
1.5,5.89850049245431,0,1
1.75,5.89850049245431,0,1
2,5.89850049245431,0,1
0.25,6.0267287640294,0,-1
0.5,6.0267287640294,0,-1
0.75,6.0267287640294,0,1
1,6.0267287640294,0,1
1.25,6.0267287640294,0,1
1.5,6.0267287640294,0,1
1.75,6.0267287640294,0,1
2,6.0267287640294,0,1
0.25,6.15495703560449,0,-1
0.5,6.15495703560449,0,-1
0.75,6.15495703560449,0,1
1,6.15495703560449,0,1
1.25,6.15495703560449,0,1
1.5,6.15495703560449,0,1
1.75,6.15495703560449,0,1
2,6.15495703560449,0,1
0.25,6.28318530717959,0,-1
0.5,6.28318530717959,0,-1
0.75,6.28318530717959,0,1
1,6.28318530717959,0,1
1.25,6.28318530717959,0,1
1.5,6.28318530717959,0,1
1.75,6.28318530717959,0,1
2,6.28318530717959,0,1
0.25,0,0.0641141357875468,-1
0.5,0,0.0641141357875468,-1
0.75,0,0.0641141357875468,-1
1,0,0.0641141357875468,1
1.25,0,0.0641141357875468,1
1.5,0,0.0641141357875468,1
1.75,0,0.0641141357875468,1
2,0,0.0641141357875468,1
0.25,0.128228271575094,0.0641141357875468,-1
0.5,0.128228271575094,0.0641141357875468,-1
0.75,0.128228271575094,0.0641141357875468,-1
1,0.128228271575094,0.0641141357875468,1
1.25,0.128228271575094,0.0641141357875468,1
1.5,0.128228271575094,0.0641141357875468,1
1.75,0.128228271575094,0.0641141357875468,1
2,0.128228271575094,0.0641141357875468,1
0.25,0.256456543150187,0.0641141357875468,-1
0.5,0.256456543150187,0.0641141357875468,-1
0.75,0.256456543150187,0.0641141357875468,-1
1,0.256456543150187,0.0641141357875468,1
1.25,0.256456543150187,0.0641141357875468,1
1.5,0.256456543150187,0.0641141357875468,1
1.75,0.256456543150187,0.0641141357875468,1
2,0.256456543150187,0.0641141357875468,1
0.25,0.384684814725281,0.0641141357875468,-1
0.5,0.384684814725281,0.0641141357875468,-1
0.75,0.384684814725281,0.0641141357875468,-1
1,0.384684814725281,0.0641141357875468,1
1.25,0.384684814725281,0.0641141357875468,1
1.5,0.384684814725281,0.0641141357875468,1
1.75,0.384684814725281,0.0641141357875468,1
2,0.384684814725281,0.0641141357875468,1
0.25,0.512913086300374,0.0641141357875468,-1
0.5,0.512913086300374,0.0641141357875468,-1
0.75,0.512913086300374,0.0641141357875468,-1
1,0.512913086300374,0.0641141357875468,1
1.25,0.512913086300374,0.0641141357875468,1
1.5,0.512913086300374,0.0641141357875468,1
1.75,0.512913086300374,0.0641141357875468,1
2,0.512913086300374,0.0641141357875468,1
0.25,0.641141357875468,0.0641141357875468,-1
0.5,0.641141357875468,0.0641141357875468,-1
0.75,0.641141357875468,0.0641141357875468,-1
1,0.641141357875468,0.0641141357875468,1
1.25,0.641141357875468,0.0641141357875468,1
1.5,0.641141357875468,0.0641141357875468,1
1.75,0.641141357875468,0.0641141357875468,1
2,0.641141357875468,0.0641141357875468,1
0.25,0.769369629450562,0.0641141357875468,-1
0.5,0.769369629450562,0.0641141357875468,-1
0.75,0.769369629450562,0.0641141357875468,-1
1,0.769369629450562,0.0641141357875468,1
1.25,0.769369629450562,0.0641141357875468,1
1.5,0.769369629450562,0.0641141357875468,1
1.75,0.769369629450562,0.0641141357875468,1
2,0.769369629450562,0.0641141357875468,1
0.25,0.897597901025655,0.0641141357875468,-1
0.5,0.897597901025655,0.0641141357875468,-1
0.75,0.897597901025655,0.0641141357875468,-1
1,0.897597901025655,0.0641141357875468,1
1.25,0.897597901025655,0.0641141357875468,1
1.5,0.897597901025655,0.0641141357875468,1
1.75,0.897597901025655,0.0641141357875468,1
2,0.897597901025655,0.0641141357875468,1
0.25,1.02582617260075,0.0641141357875468,-1
0.5,1.02582617260075,0.0641141357875468,-1
0.75,1.02582617260075,0.0641141357875468,-1
1,1.02582617260075,0.0641141357875468,1
1.25,1.02582617260075,0.0641141357875468,1
1.5,1.02582617260075,0.0641141357875468,1
1.75,1.02582617260075,0.0641141357875468,1
2,1.02582617260075,0.0641141357875468,1
0.25,1.15405444417584,0.0641141357875468,-1
0.5,1.15405444417584,0.0641141357875468,-1
0.75,1.15405444417584,0.0641141357875468,-1
1,1.15405444417584,0.0641141357875468,1
1.25,1.15405444417584,0.0641141357875468,1
1.5,1.15405444417584,0.0641141357875468,1
1.75,1.15405444417584,0.0641141357875468,1
2,1.15405444417584,0.0641141357875468,1
0.25,1.28228271575094,0.0641141357875468,-1
0.5,1.28228271575094,0.0641141357875468,-1
0.75,1.28228271575094,0.0641141357875468,-1
1,1.28228271575094,0.0641141357875468,1
1.25,1.28228271575094,0.0641141357875468,1
1.5,1.28228271575094,0.0641141357875468,1
1.75,1.28228271575094,0.0641141357875468,1
2,1.28228271575094,0.0641141357875468,1
0.25,1.41051098732603,0.0641141357875468,-1
0.5,1.41051098732603,0.0641141357875468,-1
0.75,1.41051098732603,0.0641141357875468,-1
1,1.41051098732603,0.0641141357875468,1
1.25,1.41051098732603,0.0641141357875468,1
1.5,1.41051098732603,0.0641141357875468,1
1.75,1.41051098732603,0.0641141357875468,1
2,1.41051098732603,0.0641141357875468,1
0.25,1.53873925890112,0.0641141357875468,-1
0.5,1.53873925890112,0.0641141357875468,-1
0.75,1.53873925890112,0.0641141357875468,1
1,1.53873925890112,0.0641141357875468,1
1.25,1.53873925890112,0.0641141357875468,1
1.5,1.53873925890112,0.0641141357875468,1
1.75,1.53873925890112,0.0641141357875468,1
2,1.53873925890112,0.0641141357875468,1
0.25,1.66696753047622,0.0641141357875468,-1
0.5,1.66696753047622,0.0641141357875468,-1
0.75,1.66696753047622,0.0641141357875468,-1
1,1.66696753047622,0.0641141357875468,1
1.25,1.66696753047622,0.0641141357875468,1
1.5,1.66696753047622,0.0641141357875468,1
1.75,1.66696753047622,0.0641141357875468,1
2,1.66696753047622,0.0641141357875468,1
0.25,1.79519580205131,0.0641141357875468,-1
0.5,1.79519580205131,0.0641141357875468,-1
0.75,1.79519580205131,0.0641141357875468,-1
1,1.79519580205131,0.0641141357875468,1
1.25,1.79519580205131,0.0641141357875468,1
1.5,1.79519580205131,0.0641141357875468,1
1.75,1.79519580205131,0.0641141357875468,1
2,1.79519580205131,0.0641141357875468,1
0.25,1.9234240736264,0.0641141357875468,-1
0.5,1.9234240736264,0.0641141357875468,-1
0.75,1.9234240736264,0.0641141357875468,-1
1,1.9234240736264,0.0641141357875468,1
1.25,1.9234240736264,0.0641141357875468,1
1.5,1.9234240736264,0.0641141357875468,1
1.75,1.9234240736264,0.0641141357875468,1
2,1.9234240736264,0.0641141357875468,1
0.25,2.0516523452015,0.0641141357875468,-1
0.5,2.0516523452015,0.0641141357875468,-1
0.75,2.0516523452015,0.0641141357875468,-1
1,2.0516523452015,0.0641141357875468,1
1.25,2.0516523452015,0.0641141357875468,1
1.5,2.0516523452015,0.0641141357875468,1
1.75,2.0516523452015,0.0641141357875468,1
2,2.0516523452015,0.0641141357875468,1
0.25,2.17988061677659,0.0641141357875468,-1
0.5,2.17988061677659,0.0641141357875468,-1
0.75,2.17988061677659,0.0641141357875468,-1
1,2.17988061677659,0.0641141357875468,1
1.25,2.17988061677659,0.0641141357875468,1
1.5,2.17988061677659,0.0641141357875468,1
1.75,2.17988061677659,0.0641141357875468,1
2,2.17988061677659,0.0641141357875468,1
0.25,2.30810888835168,0.0641141357875468,-1
0.5,2.30810888835168,0.0641141357875468,-1
0.75,2.30810888835168,0.0641141357875468,-1
1,2.30810888835168,0.0641141357875468,1
1.25,2.30810888835168,0.0641141357875468,1
1.5,2.30810888835168,0.0641141357875468,1
1.75,2.30810888835168,0.0641141357875468,1
2,2.30810888835168,0.0641141357875468,1
0.25,2.43633715992678,0.0641141357875468,-1
0.5,2.43633715992678,0.0641141357875468,-1
0.75,2.43633715992678,0.0641141357875468,-1
1,2.43633715992678,0.0641141357875468,1
1.25,2.43633715992678,0.0641141357875468,1
1.5,2.43633715992678,0.0641141357875468,1
1.75,2.43633715992678,0.0641141357875468,1
2,2.43633715992678,0.0641141357875468,1
0.25,2.56456543150187,0.0641141357875468,-1
0.5,2.56456543150187,0.0641141357875468,-1
0.75,2.56456543150187,0.0641141357875468,-1
1,2.56456543150187,0.0641141357875468,1
1.25,2.56456543150187,0.0641141357875468,1
1.5,2.56456543150187,0.0641141357875468,1
1.75,2.56456543150187,0.0641141357875468,1
2,2.56456543150187,0.0641141357875468,1
0.25,2.69279370307697,0.0641141357875468,-1
0.5,2.69279370307697,0.0641141357875468,-1
0.75,2.69279370307697,0.0641141357875468,-1
1,2.69279370307697,0.0641141357875468,1
1.25,2.69279370307697,0.0641141357875468,1
1.5,2.69279370307697,0.0641141357875468,1
1.75,2.69279370307697,0.0641141357875468,1
2,2.69279370307697,0.0641141357875468,1
0.25,2.82102197465206,0.0641141357875468,-1
0.5,2.82102197465206,0.0641141357875468,-1
0.75,2.82102197465206,0.0641141357875468,-1
1,2.82102197465206,0.0641141357875468,1
1.25,2.82102197465206,0.0641141357875468,1
1.5,2.82102197465206,0.0641141357875468,1
1.75,2.82102197465206,0.0641141357875468,1
2,2.82102197465206,0.0641141357875468,1
0.25,2.94925024622715,0.0641141357875468,-1
0.5,2.94925024622715,0.0641141357875468,-1
0.75,2.94925024622715,0.0641141357875468,-1
1,2.94925024622715,0.0641141357875468,1
1.25,2.94925024622715,0.0641141357875468,1
1.5,2.94925024622715,0.0641141357875468,1
1.75,2.94925024622715,0.0641141357875468,1
2,2.94925024622715,0.0641141357875468,1
0.25,3.07747851780225,0.0641141357875468,-1
0.5,3.07747851780225,0.0641141357875468,-1
0.75,3.07747851780225,0.0641141357875468,-1
1,3.07747851780225,0.0641141357875468,1
1.25,3.07747851780225,0.0641141357875468,1
1.5,3.07747851780225,0.0641141357875468,1
1.75,3.07747851780225,0.0641141357875468,1
2,3.07747851780225,0.0641141357875468,1
0.25,3.20570678937734,0.0641141357875468,-1
0.5,3.20570678937734,0.0641141357875468,-1
0.75,3.20570678937734,0.0641141357875468,-1
1,3.20570678937734,0.0641141357875468,1
1.25,3.20570678937734,0.0641141357875468,1
1.5,3.20570678937734,0.0641141357875468,1
1.75,3.20570678937734,0.0641141357875468,1
2,3.20570678937734,0.0641141357875468,1
0.25,3.33393506095243,0.0641141357875468,-1
0.5,3.33393506095243,0.0641141357875468,-1
0.75,3.33393506095243,0.0641141357875468,-1
1,3.33393506095243,0.0641141357875468,1
1.25,3.33393506095243,0.0641141357875468,1
1.5,3.33393506095243,0.0641141357875468,1
1.75,3.33393506095243,0.0641141357875468,1
2,3.33393506095243,0.0641141357875468,1
0.25,3.46216333252753,0.0641141357875468,-1
0.5,3.46216333252753,0.0641141357875468,-1
0.75,3.46216333252753,0.0641141357875468,-1
1,3.46216333252753,0.0641141357875468,1
1.25,3.46216333252753,0.0641141357875468,1
1.5,3.46216333252753,0.0641141357875468,1
1.75,3.46216333252753,0.0641141357875468,1
2,3.46216333252753,0.0641141357875468,1
0.25,3.59039160410262,0.0641141357875468,-1
0.5,3.59039160410262,0.0641141357875468,-1
0.75,3.59039160410262,0.0641141357875468,-1
1,3.59039160410262,0.0641141357875468,1
1.25,3.59039160410262,0.0641141357875468,1
1.5,3.59039160410262,0.0641141357875468,1
1.75,3.59039160410262,0.0641141357875468,1
2,3.59039160410262,0.0641141357875468,1
0.25,3.71861987567771,0.0641141357875468,-1
0.5,3.71861987567771,0.0641141357875468,-1
0.75,3.71861987567771,0.0641141357875468,-1
1,3.71861987567771,0.0641141357875468,1
1.25,3.71861987567771,0.0641141357875468,1
1.5,3.71861987567771,0.0641141357875468,1
1.75,3.71861987567771,0.0641141357875468,1
2,3.71861987567771,0.0641141357875468,1
0.25,3.84684814725281,0.0641141357875468,-1
0.5,3.84684814725281,0.0641141357875468,-1
0.75,3.84684814725281,0.0641141357875468,-1
1,3.84684814725281,0.0641141357875468,1
1.25,3.84684814725281,0.0641141357875468,1
1.5,3.84684814725281,0.0641141357875468,1
1.75,3.84684814725281,0.0641141357875468,1
2,3.84684814725281,0.0641141357875468,1
0.25,3.9750764188279,0.0641141357875468,-1
0.5,3.9750764188279,0.0641141357875468,-1
0.75,3.9750764188279,0.0641141357875468,-1
1,3.9750764188279,0.0641141357875468,1
1.25,3.9750764188279,0.0641141357875468,1
1.5,3.9750764188279,0.0641141357875468,1
1.75,3.9750764188279,0.0641141357875468,1
2,3.9750764188279,0.0641141357875468,1
0.25,4.10330469040299,0.0641141357875468,-1
0.5,4.10330469040299,0.0641141357875468,-1
0.75,4.10330469040299,0.0641141357875468,-1
1,4.10330469040299,0.0641141357875468,1
1.25,4.10330469040299,0.0641141357875468,1
1.5,4.10330469040299,0.0641141357875468,1
1.75,4.10330469040299,0.0641141357875468,1
2,4.10330469040299,0.0641141357875468,1
0.25,4.23153296197809,0.0641141357875468,-1
0.5,4.23153296197809,0.0641141357875468,-1
0.75,4.23153296197809,0.0641141357875468,-1
1,4.23153296197809,0.0641141357875468,1
1.25,4.23153296197809,0.0641141357875468,1
1.5,4.23153296197809,0.0641141357875468,1
1.75,4.23153296197809,0.0641141357875468,1
2,4.23153296197809,0.0641141357875468,1
0.25,4.35976123355318,0.0641141357875468,-1
0.5,4.35976123355318,0.0641141357875468,-1
0.75,4.35976123355318,0.0641141357875468,-1
1,4.35976123355318,0.0641141357875468,1
1.25,4.35976123355318,0.0641141357875468,1
1.5,4.35976123355318,0.0641141357875468,1
1.75,4.35976123355318,0.0641141357875468,1
2,4.35976123355318,0.0641141357875468,1
0.25,4.48798950512828,0.0641141357875468,-1
0.5,4.48798950512828,0.0641141357875468,-1
0.75,4.48798950512828,0.0641141357875468,-1
1,4.48798950512828,0.0641141357875468,1
1.25,4.48798950512828,0.0641141357875468,1
1.5,4.48798950512828,0.0641141357875468,1
1.75,4.48798950512828,0.0641141357875468,1
2,4.48798950512828,0.0641141357875468,1
0.25,4.61621777670337,0.0641141357875468,-1
0.5,4.61621777670337,0.0641141357875468,-1
0.75,4.61621777670337,0.0641141357875468,-1
1,4.61621777670337,0.0641141357875468,1
1.25,4.61621777670337,0.0641141357875468,1
1.5,4.61621777670337,0.0641141357875468,1
1.75,4.61621777670337,0.0641141357875468,1
2,4.61621777670337,0.0641141357875468,1
0.25,4.74444604827846,0.0641141357875468,-1
0.5,4.74444604827846,0.0641141357875468,-1
0.75,4.74444604827846,0.0641141357875468,1
1,4.74444604827846,0.0641141357875468,1
1.25,4.74444604827846,0.0641141357875468,1
1.5,4.74444604827846,0.0641141357875468,1
1.75,4.74444604827846,0.0641141357875468,1
2,4.74444604827846,0.0641141357875468,1
0.25,4.87267431985356,0.0641141357875468,-1
0.5,4.87267431985356,0.0641141357875468,-1
0.75,4.87267431985356,0.0641141357875468,-1
1,4.87267431985356,0.0641141357875468,1
1.25,4.87267431985356,0.0641141357875468,1
1.5,4.87267431985356,0.0641141357875468,1
1.75,4.87267431985356,0.0641141357875468,1
2,4.87267431985356,0.0641141357875468,1
0.25,5.00090259142865,0.0641141357875468,-1
0.5,5.00090259142865,0.0641141357875468,-1
0.75,5.00090259142865,0.0641141357875468,-1
1,5.00090259142865,0.0641141357875468,1
1.25,5.00090259142865,0.0641141357875468,1
1.5,5.00090259142865,0.0641141357875468,1
1.75,5.00090259142865,0.0641141357875468,1
2,5.00090259142865,0.0641141357875468,1
0.25,5.12913086300374,0.0641141357875468,-1
0.5,5.12913086300374,0.0641141357875468,-1
0.75,5.12913086300374,0.0641141357875468,-1
1,5.12913086300374,0.0641141357875468,1
1.25,5.12913086300374,0.0641141357875468,1
1.5,5.12913086300374,0.0641141357875468,1
1.75,5.12913086300374,0.0641141357875468,1
2,5.12913086300374,0.0641141357875468,1
0.25,5.25735913457884,0.0641141357875468,-1
0.5,5.25735913457884,0.0641141357875468,-1
0.75,5.25735913457884,0.0641141357875468,-1
1,5.25735913457884,0.0641141357875468,1
1.25,5.25735913457884,0.0641141357875468,1
1.5,5.25735913457884,0.0641141357875468,1
1.75,5.25735913457884,0.0641141357875468,1
2,5.25735913457884,0.0641141357875468,1
0.25,5.38558740615393,0.0641141357875468,-1
0.5,5.38558740615393,0.0641141357875468,-1
0.75,5.38558740615393,0.0641141357875468,-1
1,5.38558740615393,0.0641141357875468,1
